scenarioK_csi/antenna_00_features.csv.subcarrier_8_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_5_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_10_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_9_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_4_imaginary,scenarioK_csi/samples_base.csv.sample_key,scenarioK_csi/antenna_00_features.csv.subcarrier_11_imaginary,scenarioK_csi/antenna_04_features.csv.subcarrier_67_real,scenarioK_csi/antenna_04_features.csv.subcarrier_70_real,scenarioK_csi/antenna_00_features.csv.subcarrier_1_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_16_imaginary,scenarioK_csi/antenna_04_features.csv.subcarrier_73_real,scenarioK_csi/antenna_04_features.csv.subcarrier_77_real,scenarioK_csi/antenna_00_features.csv.subcarrier_3_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_7_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_21_imaginary,scenarioK_csi/antenna_04_features.csv.subcarrier_94_imaginary,scenarioK_csi/antenna_04_features.csv.subcarrier_74_real,scenarioK_csi/antenna_04_features.csv.subcarrier_76_real,scenarioK_csi/antenna_04_features.csv.subcarrier_63_real,scenarioK_csi/antenna_04_features.csv.subcarrier_75_real,scenarioK_csi/antenna_04_features.csv.subcarrier_95_imaginary,target_x,scenarioK_csi/antenna_04_features.csv.subcarrier_71_real,scenarioK_csi/antenna_00_features.csv.subcarrier_20_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_2_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_6_imaginary,scenarioK_csi/antenna_00_features.csv.subcarrier_19_imaginary,scenarioK_csi/antenna_04_features.csv.subcarrier_69_real
0.4765625,0.4921875,0.45703125,0.453125,0.4765625,user_3_sample_141,0.44140625,-0.03125,-0.04296875,0.5078125,0.38671875,-0.04296875,-0.015625,0.50390625,0.4765625,0.3359375,0.69140625,-0.0390625,-0.0234375,-0.02734375,-0.0234375,0.6953125,732,-0.03125,0.34765625,0.50390625,0.4765625,0.37109375,-0.0390625
0.453125,0.48046875,0.4375,0.44140625,0.48046875,user_3_sample_142,0.44140625,-0.02734375,-0.03125,0.484375,0.38671875,-0.02734375,-0.02734375,0.50390625,0.4765625,0.34375,0.6796875,-0.0390625,-0.0234375,-0.02734375,-0.015625,0.68359375,732,-0.0234375,0.34765625,0.4921875,0.46875,0.36328125,-0.0234375
0.453125,0.46875,0.4296875,0.44140625,0.48046875,user_3_sample_143,0.4375,-0.015625,-0.015625,0.50390625,0.37109375,-0.02734375,-0.0234375,0.49609375,0.453125,0.32421875,0.69140625,-0.015625,-0.01171875,-0.015625,-0.015625,0.6953125,732,-0.02734375,0.3359375,0.49609375,0.46484375,0.35546875,-0.0234375
0.46484375,0.46875,0.44921875,0.44921875,0.4921875,user_3_sample_144,0.41796875,-0.0234375,-0.0234375,0.49609375,0.375,-0.015625,-0.015625,0.49609375,0.45703125,0.33203125,0.6953125,-0.01171875,-0.00390625,-0.0234375,-0.0234375,0.70703125,732,-0.00390625,0.34375,0.4921875,0.48046875,0.3359375,-0.015625
0.45703125,0.484375,0.44921875,0.453125,0.4921875,user_3_sample_145,0.41796875,-0.0390625,-0.03125,0.4921875,0.3828125,-0.02734375,-0.04296875,0.49609375,0.46484375,0.3203125,0.703125,-0.05078125,-0.0390625,-0.04296875,-0.04296875,0.703125,732,-0.03125,0.34375,0.4921875,0.48046875,0.36328125,-0.0390625
0.46484375,0.4921875,0.44921875,0.44921875,0.4921875,user_3_sample_146,0.4296875,-0.0546875,-0.03125,0.515625,0.37109375,-0.03125,-0.02734375,0.49609375,0.46484375,0.33203125,0.6953125,-0.02734375,-0.03125,-0.0390625,-0.0234375,0.6953125,732,-0.02734375,0.34375,0.4921875,0.46875,0.34765625,-0.04296875
0.46875,0.49609375,0.44921875,0.44921875,0.50390625,user_3_sample_147,0.42578125,-0.0390625,-0.04296875,0.4921875,0.38671875,-0.0390625,-0.04296875,0.50390625,0.46875,0.33203125,0.69140625,-0.0625,-0.0390625,-0.0625,-0.0546875,0.703125,732,-0.04296875,0.35546875,0.4921875,0.4765625,0.34765625,-0.0625
0.44140625,0.46875,0.44140625,0.44140625,0.48046875,user_3_sample_148,0.4140625,-0.05078125,-0.0234375,0.49609375,0.375,-0.03125,-0.03125,0.4921875,0.453125,0.34375,0.6953125,-0.03125,-0.02734375,-0.04296875,-0.04296875,0.6953125,732,-0.0390625,0.34375,0.50390625,0.484375,0.34765625,-0.0390625
0.46484375,0.4765625,0.44921875,0.44921875,0.4921875,user_3_sample_149,0.41796875,-0.05078125,-0.04296875,0.4921875,0.375,-0.04296875,-0.0390625,0.4921875,0.4765625,0.34375,0.69140625,-0.03125,-0.03125,-0.04296875,-0.03125,0.6953125,732,-0.04296875,0.34765625,0.484375,0.484375,0.359375,-0.03125
0.45703125,0.484375,0.453125,0.45703125,0.4921875,user_3_sample_14,0.4375,-0.06640625,-0.05078125,0.4921875,0.390625,-0.05078125,-0.0390625,0.50390625,0.48046875,0.34765625,0.6796875,-0.03125,-0.02734375,-0.0625,-0.0390625,0.6796875,732,-0.05078125,0.36328125,0.4921875,0.484375,0.359375,-0.04296875
0.45703125,0.48046875,0.44921875,0.453125,0.49609375,user_3_sample_150,0.4296875,-0.04296875,-0.03125,0.49609375,0.38671875,-0.04296875,-0.0390625,0.484375,0.46484375,0.34375,0.6796875,-0.04296875,-0.03125,-0.02734375,-0.04296875,0.67578125,732,-0.03125,0.35546875,0.5078125,0.48046875,0.34765625,-0.0390625
0.46484375,0.484375,0.453125,0.453125,0.48046875,user_3_sample_151,0.44140625,-0.03125,-0.0234375,0.49609375,0.390625,-0.02734375,-0.02734375,0.4921875,0.46875,0.34765625,0.68359375,-0.015625,-0.0234375,-0.04296875,-0.0234375,0.69140625,732,-0.0390625,0.35546875,0.49609375,0.48046875,0.3828125,-0.0390625
0.46484375,0.48046875,0.44921875,0.4765625,0.50390625,user_3_sample_152,0.453125,-0.05078125,-0.04296875,0.49609375,0.390625,-0.02734375,-0.02734375,0.50390625,0.48046875,0.359375,0.6953125,-0.04296875,-0.015625,-0.0390625,-0.02734375,0.69140625,732,-0.02734375,0.3828125,0.49609375,0.4921875,0.375,-0.015625
0.4765625,0.484375,0.46875,0.46484375,0.50390625,user_3_sample_153,0.44140625,-0.03125,-0.02734375,0.50390625,0.390625,-0.03125,-0.02734375,0.5078125,0.48046875,0.34765625,0.69140625,-0.02734375,-0.01171875,-0.05078125,-0.0234375,0.68359375,732,-0.015625,0.35546875,0.49609375,0.484375,0.36328125,-0.02734375
0.46875,0.48046875,0.45703125,0.453125,0.484375,user_3_sample_154,0.4375,-0.04296875,-0.00390625,0.49609375,0.390625,-0.02734375,-0.015625,0.5078125,0.46875,0.34375,0.6796875,-0.02734375,-0.00390625,-0.03125,-0.04296875,0.703125,732,-0.03125,0.36328125,0.484375,0.484375,0.359375,-0.0390625
