scenarioK_kul/antenna_0_features.csv.subcarrier_9_imaginary,scenarioK_kul/antenna_16_features.csv.subcarrier_2_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_15_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_11_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_20_imaginary,scenarioK_kul/antenna_16_features.csv.subcarrier_56_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_17_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_4_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_21_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_6_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_2_imaginary,scenarioK_kul/antenna_16_features.csv.subcarrier_98_imaginary,scenarioK_kul/antenna_16_features.csv.subcarrier_0_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_3_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_7_imaginary,scenarioK_kul/antenna_16_features.csv.subcarrier_69_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_10_imaginary,target_x,scenarioK_kul/samples_base.csv.sample_key,scenarioK_kul/antenna_16_features.csv.subcarrier_5_imaginary,scenarioK_kul/antenna_16_features.csv.subcarrier_1_imaginary,scenarioK_kul/antenna_16_features.csv.subcarrier_97_imaginary,scenarioK_kul/antenna_16_features.csv.subcarrier_55_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_31_imaginary,scenarioK_kul/antenna_16_features.csv.subcarrier_4_imaginary,scenarioK_kul/antenna_16_features.csv.subcarrier_14_imaginary,scenarioK_kul/antenna_16_features.csv.subcarrier_6_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_28_imaginary,scenarioK_kul/antenna_16_features.csv.subcarrier_54_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_1_imaginary,scenarioK_kul/antenna_16_features.csv.subcarrier_96_imaginary
-0.02734375,-0.015625,-0.02734375,-0.015625,0.0,0.14453125,-0.015625,0.00390625,0.00390625,-0.015625,0.01171875,0.30859375,0.02734375,0.01171875,-0.00390625,0.2109375,-0.0234375,-812,user_0_sample_106,-0.015625,0.0,0.30859375,0.12890625,0.0625,-0.015625,-0.0390625,-0.0234375,0.0625,0.12109375,0.03125,0.30859375
-0.01171875,0.015625,-0.01171875,-0.015625,0.0,0.12109375,-0.0234375,0.0,0.0,-0.00390625,0.01171875,0.296875,0.015625,0.01171875,-0.015625,0.19921875,-0.02734375,-812,user_0_sample_107,0.0,0.00390625,0.3046875,0.12890625,0.0703125,-0.02734375,-0.0625,-0.02734375,0.0546875,0.1171875,0.03125,0.30859375
-0.01171875,0.015625,-0.02734375,-0.00390625,0.0,0.14453125,-0.01171875,0.01171875,0.00390625,-0.015625,0.015625,0.30859375,0.015625,0.02734375,-0.02734375,0.22265625,-0.0390625,-812,user_0_sample_108,-0.0234375,-0.00390625,0.33203125,0.1171875,0.0703125,-0.03125,-0.0625,-0.0234375,0.0390625,0.09765625,0.02734375,0.30859375
-0.0234375,-0.00390625,-0.01171875,-0.01171875,-0.00390625,0.1328125,-0.01171875,0.015625,0.015625,-0.01171875,0.02734375,0.296875,0.02734375,0.01171875,-0.02734375,0.21484375,-0.02734375,-812,user_0_sample_109,-0.0390625,0.01171875,0.3203125,0.1328125,0.08203125,-0.0234375,-0.0625,-0.02734375,0.05078125,0.12109375,0.0390625,0.30859375
-0.015625,0.00390625,-0.01171875,-0.02734375,0.0,0.1328125,-0.01171875,0.0,0.01171875,0.0,0.01171875,0.32421875,0.01171875,0.015625,-0.015625,0.2109375,-0.03125,-812,user_0_sample_110,-0.015625,-0.00390625,0.3046875,0.13671875,0.078125,-0.03125,-0.05078125,-0.0234375,0.0625,0.1171875,0.03125,0.3046875
-0.015625,-0.015625,-0.00390625,-0.00390625,-0.00390625,0.14453125,0.00390625,0.01171875,0.00390625,-0.01171875,0.015625,0.31640625,0.0,0.0234375,-0.0234375,0.22265625,-0.02734375,-812,user_0_sample_111,-0.015625,0.00390625,0.3046875,0.1484375,0.06640625,-0.04296875,-0.0546875,-0.0546875,0.0625,0.12109375,0.03125,0.31640625
-0.0234375,-0.00390625,-0.02734375,-0.0234375,-0.00390625,0.12109375,-0.01171875,0.015625,0.0,-0.0234375,0.0234375,0.31640625,0.00390625,0.00390625,-0.0234375,0.2265625,-0.02734375,-812,user_0_sample_112,-0.00390625,0.01171875,0.3359375,0.12109375,0.08203125,-0.0234375,-0.06640625,-0.03125,0.0546875,0.109375,0.015625,0.3203125
-0.0234375,0.015625,-0.015625,-0.015625,0.0,0.12109375,-0.01171875,0.01171875,0.00390625,0.0,0.00390625,0.30859375,0.015625,0.01171875,-0.0234375,0.22265625,-0.03125,-812,user_0_sample_113,0.00390625,-0.00390625,0.32421875,0.109375,0.08984375,-0.03125,-0.05078125,-0.0234375,0.0703125,0.10546875,0.02734375,0.31640625
-0.00390625,-0.00390625,-0.03125,-0.01171875,0.00390625,0.13671875,-0.01171875,-0.00390625,0.00390625,-0.015625,0.015625,0.30859375,0.01171875,0.01171875,-0.015625,0.2265625,-0.0234375,-812,user_0_sample_114,-0.015625,0.0,0.30859375,0.14453125,0.06640625,-0.02734375,-0.0546875,-0.03125,0.0625,0.12890625,0.03125,0.31640625
-0.0234375,-0.00390625,-0.015625,0.0,-0.01171875,0.13671875,-0.01171875,0.00390625,0.0,-0.015625,0.015625,0.31640625,0.015625,0.00390625,-0.00390625,0.21484375,-0.0234375,-812,user_0_sample_115,-0.015625,0.0,0.30859375,0.1328125,0.06640625,-0.01171875,-0.0546875,-0.0234375,0.0546875,0.1171875,0.03125,0.3203125
-0.02734375,0.00390625,-0.015625,-0.02734375,0.01171875,0.12109375,-0.015625,0.00390625,0.01171875,-0.0234375,0.01171875,0.31640625,0.0234375,0.00390625,-0.0234375,0.2109375,-0.02734375,-812,user_0_sample_116,-0.015625,0.00390625,0.3203125,0.1171875,0.078125,-0.0234375,-0.06640625,-0.015625,0.0546875,0.12109375,0.015625,0.30859375
-0.00390625,0.00390625,-0.015625,-0.0234375,-0.01171875,0.13671875,-0.015625,0.0234375,0.00390625,-0.0234375,0.0234375,0.3046875,0.0234375,0.00390625,-0.0234375,0.2109375,-0.0234375,-812,user_0_sample_117,-0.01171875,0.00390625,0.296875,0.1171875,0.0703125,-0.01171875,-0.0625,-0.015625,0.08203125,0.09765625,0.0234375,0.30859375
-0.02734375,0.01171875,-0.01171875,-0.02734375,-0.00390625,0.14453125,-0.0234375,0.01171875,0.015625,0.0,0.01171875,0.3046875,0.015625,0.00390625,-0.01171875,0.19921875,-0.02734375,-812,user_0_sample_118,-0.00390625,0.00390625,0.3046875,0.109375,0.0625,-0.015625,-0.0703125,-0.015625,0.06640625,0.10546875,0.04296875,0.3046875
-0.03125,0.00390625,-0.015625,-0.0234375,0.00390625,0.1328125,-0.0234375,0.00390625,0.01171875,-0.0234375,0.015625,0.31640625,0.0234375,0.00390625,-0.01171875,0.2109375,-0.02734375,-812,user_0_sample_119,-0.0234375,0.00390625,0.3203125,0.12890625,0.0703125,-0.0234375,-0.06640625,-0.02734375,0.0703125,0.12109375,0.04296875,0.32421875
-0.015625,0.00390625,-0.01171875,-0.02734375,0.00390625,0.12890625,-0.00390625,-0.00390625,0.0,-0.015625,0.00390625,0.296875,0.02734375,0.00390625,-0.0234375,0.21484375,-0.03125,-812,user_0_sample_120,0.0,0.0,0.296875,0.12890625,0.09375,-0.0234375,-0.04296875,-0.02734375,0.0703125,0.09765625,0.0390625,0.30859375
-0.0234375,0.00390625,-0.015625,-0.01171875,0.015625,0.1171875,-0.01171875,0.0,0.0234375,-0.01171875,0.01171875,0.2890625,0.00390625,0.015625,-0.03125,0.2109375,-0.02734375,-812,user_0_sample_121,-0.01171875,0.00390625,0.31640625,0.1328125,0.08203125,-0.02734375,-0.0625,-0.03125,0.0625,0.12890625,0.0390625,0.3203125
-0.0234375,0.0,-0.03125,-0.0234375,0.01171875,0.10546875,-0.01171875,0.00390625,0.015625,-0.0234375,0.0234375,0.296875,0.015625,0.015625,-0.00390625,0.21484375,-0.03125,-812,user_0_sample_122,-0.015625,-0.015625,0.29296875,0.12890625,0.06640625,-0.01171875,-0.0625,-0.0234375,0.06640625,0.09765625,0.03125,0.3046875
-0.015625,0.00390625,-0.02734375,-0.0234375,0.01171875,0.1328125,-0.015625,0.015625,0.01171875,-0.00390625,0.02734375,0.30859375,0.0234375,0.01171875,0.0,0.21484375,-0.0234375,-812,user_0_sample_123,-0.015625,0.00390625,0.31640625,0.12890625,0.06640625,-0.02734375,-0.04296875,-0.03125,0.06640625,0.109375,0.03125,0.33203125
-0.01171875,0.0,-0.015625,-0.0234375,0.015625,0.1328125,-0.01171875,0.00390625,0.0234375,-0.015625,0.01171875,0.3203125,0.015625,0.01171875,-0.01171875,0.19140625,-0.03125,-812,user_0_sample_124,-0.015625,-0.00390625,0.3046875,0.1328125,0.078125,-0.01171875,-0.06640625,-0.03125,0.0546875,0.109375,0.03125,0.30859375
-0.0234375,0.00390625,-0.01171875,-0.0234375,-0.00390625,0.13671875,-0.02734375,-0.01171875,0.00390625,-0.0234375,0.0234375,0.3046875,0.0234375,0.01171875,-0.0234375,0.2109375,-0.02734375,-812,user_0_sample_125,-0.015625,0.0,0.27734375,0.14453125,0.06640625,-0.0234375,-0.05078125,-0.02734375,0.0546875,0.10546875,0.0234375,0.31640625
-0.0234375,0.01171875,-0.015625,-0.00390625,-0.01171875,0.12890625,-0.015625,-0.00390625,0.01171875,-0.0234375,0.00390625,0.30859375,0.015625,0.00390625,-0.015625,0.22265625,-0.0234375,-812,user_0_sample_126,-0.015625,0.00390625,0.30859375,0.10546875,0.0703125,-0.0234375,-0.0546875,-0.03125,0.0703125,0.109375,0.03125,0.3046875
-0.0234375,-0.01171875,-0.00390625,-0.015625,0.00390625,0.1328125,-0.015625,-0.00390625,-0.00390625,-0.02734375,0.01171875,0.3203125,0.015625,0.0234375,-0.015625,0.19921875,-0.0234375,-812,user_0_sample_127,-0.0234375,0.00390625,0.31640625,0.12890625,0.08203125,-0.015625,-0.05078125,-0.02734375,0.0546875,0.109375,0.0234375,0.32421875
-0.01171875,0.0,-0.0234375,-0.0234375,0.00390625,0.12890625,0.00390625,0.00390625,0.01171875,-0.00390625,0.0,0.3046875,0.01171875,0.01171875,-0.00390625,0.203125,-0.0234375,-812,user_0_sample_128,-0.01171875,0.0,0.296875,0.12890625,0.08984375,-0.02734375,-0.06640625,-0.02734375,0.05078125,0.12109375,0.0234375,0.3203125
-0.0234375,-0.00390625,-0.0234375,-0.015625,0.015625,0.12109375,-0.0234375,0.0,-0.00390625,-0.01171875,0.0234375,0.32421875,0.00390625,-0.01171875,-0.0234375,0.19921875,-0.0234375,-812,user_0_sample_129,-0.03125,0.0,0.30859375,0.1171875,0.08984375,-0.02734375,-0.0625,-0.05078125,0.0546875,0.12109375,0.02734375,0.29296875
-0.0234375,0.00390625,-0.015625,-0.015625,-0.015625,0.12890625,-0.015625,-0.00390625,0.00390625,-0.0234375,0.01171875,0.296875,0.015625,0.00390625,-0.015625,0.2265625,-0.02734375,-812,user_0_sample_130,-0.01171875,-0.00390625,0.30859375,0.13671875,0.08203125,-0.0390625,-0.04296875,-0.03125,0.0546875,0.10546875,0.0390625,0.31640625
-0.0234375,0.0,-0.02734375,-0.015625,0.00390625,0.12109375,-0.0234375,0.00390625,0.015625,-0.015625,0.00390625,0.30859375,0.015625,0.02734375,-0.00390625,0.22265625,-0.0390625,-812,user_0_sample_131,-0.015625,-0.01171875,0.3203125,0.109375,0.06640625,-0.02734375,-0.0703125,-0.0390625,0.05078125,0.12109375,0.04296875,0.30859375
-0.01171875,0.00390625,-0.03125,-0.01171875,0.00390625,0.1484375,-0.00390625,0.01171875,0.00390625,-0.0234375,0.01171875,0.30859375,0.01171875,0.01171875,-0.015625,0.203125,-0.0390625,-812,user_0_sample_132,-0.01171875,0.0,0.31640625,0.12109375,0.08203125,-0.03125,-0.0625,-0.02734375,0.0625,0.109375,0.03125,0.3203125
-0.02734375,0.0,-0.00390625,-0.015625,0.0,0.12890625,-0.01171875,-0.015625,0.0,-0.015625,0.00390625,0.296875,0.00390625,0.00390625,-0.00390625,0.2109375,-0.03125,-812,user_0_sample_133,-0.01171875,0.0,0.296875,0.13671875,0.08203125,-0.0234375,-0.05078125,-0.02734375,0.0546875,0.12109375,0.02734375,0.31640625
-0.02734375,0.01171875,-0.01171875,-0.02734375,0.0,0.1328125,-0.0234375,0.0,0.0,-0.0234375,0.0234375,0.31640625,0.015625,0.015625,-0.00390625,0.203125,-0.015625,-812,user_0_sample_134,-0.015625,-0.00390625,0.3046875,0.12109375,0.078125,-0.03125,-0.06640625,-0.02734375,0.0546875,0.109375,0.02734375,0.3046875
-0.0390625,-0.01171875,-0.01171875,-0.0234375,0.02734375,0.12890625,-0.015625,0.0,-0.01171875,-0.01171875,0.01171875,0.3046875,0.01171875,0.00390625,0.00390625,0.2109375,-0.015625,-812,user_0_sample_135,-0.00390625,0.0,0.3046875,0.12890625,0.08203125,-0.02734375,-0.0625,-0.02734375,0.05078125,0.109375,0.0234375,0.30859375
0.23046875,-0.48046875,0.30859375,0.265625,0.35546875,-0.3984375,0.33203125,0.1328125,0.375,0.17578125,0.109375,-0.578125,-0.44921875,0.12890625,0.203125,-0.5078125,0.25,732,user_1_sample_0,-0.4765625,-0.484375,-0.59765625,-0.40234375,0.4296875,-0.48046875,-0.4296875,-0.4765625,0.41796875,-0.3828125,0.08984375,-0.578125
0.2265625,-0.44140625,0.27734375,0.25,0.35546875,-0.4296875,0.3203125,0.1484375,0.35546875,0.17578125,0.09375,-0.59765625,-0.46875,0.12109375,0.1875,-0.5078125,0.23046875,732,user_1_sample_10,-0.46484375,-0.46484375,-0.5703125,-0.41796875,0.4140625,-0.46484375,-0.3984375,-0.46484375,0.390625,-0.40234375,0.08203125,-0.59765625
0.2421875,-0.46484375,0.3203125,0.26953125,0.34375,-0.42578125,0.3203125,0.1640625,0.36328125,0.19140625,0.13671875,-0.5625,-0.44921875,0.14453125,0.203125,-0.5234375,0.25,732,user_1_sample_11,-0.44140625,-0.44140625,-0.57421875,-0.4140625,0.42578125,-0.4375,-0.3828125,-0.453125,0.41015625,-0.3984375,0.09765625,-0.5703125
0.23828125,-0.4921875,0.3046875,0.265625,0.3359375,-0.41015625,0.30859375,0.15625,0.34765625,0.19140625,0.13671875,-0.578125,-0.45703125,0.14453125,0.203125,-0.49609375,0.25,732,user_1_sample_12,-0.46875,-0.46875,-0.5859375,-0.3984375,0.3984375,-0.48046875,-0.42578125,-0.46484375,0.38671875,-0.390625,0.09765625,-0.5625
0.2265625,-0.484375,0.2890625,0.2265625,0.3359375,-0.3984375,0.30859375,0.1484375,0.33203125,0.17578125,0.109375,-0.6015625,-0.4765625,0.109375,0.19921875,-0.515625,0.2265625,732,user_1_sample_100,-0.484375,-0.4921875,-0.5703125,-0.40234375,0.41015625,-0.48046875,-0.4375,-0.4921875,0.38671875,-0.38671875,0.08984375,-0.578125
0.22265625,-0.484375,0.28125,0.23828125,0.32421875,-0.40234375,0.31640625,0.13671875,0.35546875,0.171875,0.109375,-0.5703125,-0.48046875,0.12890625,0.171875,-0.515625,0.22265625,732,user_1_sample_101,-0.4921875,-0.4765625,-0.6015625,-0.40234375,0.40234375,-0.484375,-0.41796875,-0.4921875,0.375,-0.3984375,0.09375,-0.57421875
0.2265625,-0.484375,0.2890625,0.2421875,0.3359375,-0.41796875,0.31640625,0.13671875,0.3359375,0.1640625,0.1171875,-0.57421875,-0.48046875,0.12109375,0.18359375,-0.515625,0.23828125,732,user_1_sample_102,-0.515625,-0.48046875,-0.59765625,-0.3984375,0.4140625,-0.4921875,-0.4296875,-0.4921875,0.390625,-0.38671875,0.10546875,-0.5625
0.2265625,-0.49609375,0.29296875,0.25,0.3359375,-0.40234375,0.3046875,0.16015625,0.3359375,0.171875,0.1171875,-0.5859375,-0.46484375,0.12890625,0.1875,-0.515625,0.23046875,732,user_1_sample_103,-0.484375,-0.484375,-0.6015625,-0.40234375,0.40234375,-0.4921875,-0.41796875,-0.484375,0.41015625,-0.3828125,0.09765625,-0.578125
0.21484375,-0.50390625,0.28125,0.25,0.3359375,-0.40234375,0.3203125,0.13671875,0.35546875,0.1640625,0.10546875,-0.5859375,-0.46875,0.12109375,0.19140625,-0.50390625,0.23046875,732,user_1_sample_104,-0.49609375,-0.48046875,-0.5859375,-0.41015625,0.41796875,-0.484375,-0.42578125,-0.484375,0.3828125,-0.38671875,0.10546875,-0.58984375
0.22265625,-0.50390625,0.2890625,0.2421875,0.32421875,-0.4140625,0.2890625,0.15625,0.3359375,0.17578125,0.1171875,-0.61328125,-0.4765625,0.12890625,0.203125,-0.515625,0.23828125,732,user_1_sample_105,-0.49609375,-0.484375,-0.6015625,-0.3828125,0.4140625,-0.484375,-0.42578125,-0.49609375,0.40234375,-0.3984375,0.09375,-0.57421875
0.2109375,-0.49609375,0.29296875,0.2421875,0.34375,-0.41015625,0.3203125,0.1484375,0.3359375,0.18359375,0.109375,-0.578125,-0.48046875,0.12109375,0.19921875,-0.51953125,0.2265625,732,user_1_sample_106,-0.48046875,-0.48046875,-0.5859375,-0.40234375,0.4140625,-0.48046875,-0.4296875,-0.48046875,0.390625,-0.38671875,0.09765625,-0.59765625
0.21484375,-0.484375,0.28125,0.23046875,0.3203125,-0.40234375,0.30859375,0.1484375,0.35546875,0.17578125,0.10546875,-0.58984375,-0.46875,0.12109375,0.19140625,-0.50390625,0.2265625,732,user_1_sample_107,-0.4765625,-0.48046875,-0.59765625,-0.40234375,0.3984375,-0.484375,-0.42578125,-0.49609375,0.3828125,-0.3984375,0.10546875,-0.58984375
0.23046875,-0.4921875,0.3046875,0.26953125,0.3359375,-0.40234375,0.3203125,0.16015625,0.33203125,0.18359375,0.109375,-0.609375,-0.46875,0.12109375,0.2109375,-0.5078125,0.23046875,732,user_1_sample_108,-0.49609375,-0.49609375,-0.58984375,-0.3984375,0.41796875,-0.4921875,-0.4296875,-0.4921875,0.390625,-0.38671875,0.10546875,-0.578125
0.21484375,-0.484375,0.27734375,0.2421875,0.33203125,-0.4140625,0.3046875,0.14453125,0.34375,0.171875,0.10546875,-0.59765625,-0.48046875,0.12890625,0.18359375,-0.5234375,0.23046875,732,user_1_sample_109,-0.50390625,-0.484375,-0.59765625,-0.4140625,0.40234375,-0.48046875,-0.4375,-0.4921875,0.37109375,-0.390625,0.09765625,-0.5859375
0.2421875,-0.49609375,0.29296875,0.23046875,0.34375,-0.4140625,0.3046875,0.1328125,0.32421875,0.17578125,0.109375,-0.57421875,-0.4765625,0.12890625,0.18359375,-0.49609375,0.2421875,732,user_1_sample_110,-0.4921875,-0.4921875,-0.578125,-0.41015625,0.41015625,-0.49609375,-0.4296875,-0.49609375,0.38671875,-0.38671875,0.09765625,-0.57421875
0.22265625,-0.4921875,0.29296875,0.2578125,0.34375,-0.40234375,0.31640625,0.1484375,0.34375,0.171875,0.109375,-0.6015625,-0.45703125,0.1171875,0.19140625,-0.4921875,0.2265625,732,user_1_sample_111,-0.484375,-0.48046875,-0.57421875,-0.40234375,0.40234375,-0.48046875,-0.41015625,-0.49609375,0.390625,-0.390625,0.09375,-0.578125
0.2109375,-0.4921875,0.29296875,0.23046875,0.32421875,-0.4140625,0.296875,0.13671875,0.3359375,0.17578125,0.12890625,-0.578125,-0.46875,0.1328125,0.171875,-0.515625,0.23828125,732,user_1_sample_112,-0.48046875,-0.48046875,-0.58984375,-0.41015625,0.40234375,-0.4921875,-0.4375,-0.484375,0.38671875,-0.375,0.08984375,-0.58984375
0.21484375,-0.4921875,0.29296875,0.25,0.34765625,-0.40234375,0.30859375,0.13671875,0.34375,0.18359375,0.12109375,-0.609375,-0.4765625,0.12890625,0.19140625,-0.5078125,0.22265625,732,user_1_sample_113,-0.50390625,-0.484375,-0.5859375,-0.390625,0.4140625,-0.4765625,-0.4375,-0.484375,0.3984375,-0.38671875,0.09765625,-0.578125
0.23046875,-0.4921875,0.2890625,0.2421875,0.33203125,-0.40234375,0.31640625,0.14453125,0.359375,0.1875,0.12890625,-0.58984375,-0.46875,0.13671875,0.19140625,-0.5078125,0.2265625,732,user_1_sample_114,-0.4921875,-0.484375,-0.58984375,-0.41015625,0.41796875,-0.4921875,-0.41796875,-0.50390625,0.40234375,-0.38671875,0.09765625,-0.57421875
0.21484375,-0.484375,0.29296875,0.25,0.33203125,-0.41015625,0.3046875,0.13671875,0.3359375,0.17578125,0.109375,-0.61328125,-0.46875,0.12109375,0.19140625,-0.515625,0.23046875,732,user_1_sample_115,-0.4765625,-0.46484375,-0.609375,-0.41015625,0.4140625,-0.46875,-0.42578125,-0.48046875,0.3984375,-0.3828125,0.08984375,-0.5859375
0.22265625,-0.48046875,0.29296875,0.2578125,0.32421875,-0.40234375,0.30859375,0.13671875,0.3359375,0.1875,0.12109375,-0.609375,-0.46484375,0.1171875,0.18359375,-0.515625,0.2421875,732,user_1_sample_116,-0.46875,-0.48046875,-0.59765625,-0.40234375,0.4140625,-0.4765625,-0.4140625,-0.484375,0.38671875,-0.38671875,0.08984375,-0.58984375
0.2109375,-0.48046875,0.28125,0.2421875,0.33203125,-0.41015625,0.30859375,0.15625,0.35546875,0.17578125,0.10546875,-0.59765625,-0.46484375,0.12109375,0.19140625,-0.50390625,0.22265625,732,user_1_sample_117,-0.48046875,-0.46484375,-0.6015625,-0.40234375,0.4140625,-0.48046875,-0.4375,-0.48046875,0.38671875,-0.3828125,0.08203125,-0.609375
0.22265625,-0.484375,0.27734375,0.2578125,0.33203125,-0.4140625,0.30859375,0.1484375,0.3359375,0.1875,0.109375,-0.58984375,-0.46484375,0.12109375,0.19140625,-0.515625,0.23828125,732,user_1_sample_118,-0.4765625,-0.48046875,-0.59765625,-0.40234375,0.4140625,-0.46484375,-0.42578125,-0.50390625,0.38671875,-0.3984375,0.08984375,-0.59765625
